               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,             0.11097,            0.012807,           0.0064435,          0.00088433,            0.092857,          0.00041365,          0.00011827,             0.10177,           0.0096821,            0.007681,          0.00057568,          0.00057568,            0.094776
                  59,             0.11201,            0.012376,           0.0064178,          0.00088433,            0.092857,           0.0003683,          0.00010772,             0.10182,           0.0096616,           0.0075783,          0.00058545,          0.00058545,            0.094685
                  60,             0.10814,            0.013749,           0.0064877,          0.00088434,            0.092857,          0.00038436,          0.00010115,             0.10177,             0.00965,           0.0074783,          0.00059522,          0.00059522,            0.094595
                  61,             0.10773,            0.012977,           0.0058773,          0.00088434,            0.092857,          0.00040458,          0.00010467,              0.1019,           0.0096278,           0.0073803,          0.00060497,          0.00060497,            0.094505
                  62,             0.11159,            0.012682,           0.0058226,          0.00088434,            0.092857,           0.0004268,          0.00010971,             0.10224,           0.0095943,           0.0072871,          0.00061472,          0.00061472,            0.094415
                  63,             0.11075,             0.01316,           0.0054299,          0.00095237,                 0.1,          0.00041486,          0.00010532,              0.1025,           0.0095709,           0.0071978,          0.00062447,          0.00062447,            0.094324
                  64,             0.11322,            0.013027,            0.005684,          0.00095237,                 0.1,          0.00040871,          0.00010478,             0.10253,           0.0095503,           0.0071101,           0.0006342,           0.0006342,            0.094234
                  65,             0.10963,            0.012422,           0.0054195,          0.00081632,            0.085714,          0.00036461,          0.00010642,             0.10266,           0.0095261,           0.0070247,          0.00064392,          0.00064392,            0.094144
                  66,             0.10722,             0.01205,           0.0061357,          0.00081632,            0.085714,          0.00038354,          0.00010394,             0.10259,            0.009512,           0.0069396,          0.00065364,          0.00065364,            0.094054
                  67,             0.10874,            0.012666,           0.0057113,          0.00068026,            0.071429,          0.00027639,          8.5293e-05,             0.10248,            0.009501,            0.006859,          0.00066335,          0.00066335,            0.093963
                  68,             0.11003,            0.011488,           0.0052244,          0.00068027,            0.071429,          0.00029014,          9.8108e-05,             0.10249,           0.0094848,           0.0067793,          0.00067304,          0.00067304,            0.093873
                  69,             0.11031,            0.011704,           0.0051323,          0.00068027,            0.071429,          0.00030264,          0.00011346,             0.10242,           0.0094695,           0.0067035,          0.00068273,          0.00068273,            0.093783
                  70,             0.10806,            0.012436,           0.0053987,          0.00068027,            0.071429,          0.00027398,          9.9985e-05,             0.10231,           0.0094586,           0.0066287,          0.00069241,          0.00069241,            0.093692
                  71,             0.10898,            0.012325,           0.0051175,          0.00068027,            0.071429,          0.00029886,          0.00010599,             0.10218,           0.0094581,           0.0065569,          0.00070208,          0.00070208,            0.093602
                  72,             0.10902,            0.012514,           0.0052329,          0.00068027,            0.071429,          0.00030699,          0.00010489,             0.10211,            0.009453,           0.0064848,          0.00071175,          0.00071175,            0.093512
                  73,             0.10728,            0.012875,           0.0051616,          0.00068027,            0.071429,          0.00029664,          0.00011303,              0.1022,           0.0094404,           0.0064148,           0.0007214,           0.0007214,            0.093421
                  74,             0.11063,            0.011797,           0.0049077,          0.00068027,            0.071429,          0.00029042,           0.0001046,             0.10225,           0.0094344,           0.0063465,          0.00073104,          0.00073104,            0.093331
                  75,             0.10763,            0.012063,           0.0050808,          0.00081633,            0.085714,          0.00036738,          0.00011372,             0.10229,           0.0094256,           0.0062807,          0.00074067,          0.00074067,            0.093241
                  76,             0.10947,            0.012111,            0.005012,          0.00081633,            0.085714,          0.00035871,          0.00010894,             0.10233,           0.0094185,           0.0062145,           0.0007503,           0.0007503,             0.09315
                  77,             0.10884,            0.012868,           0.0047991,           0.0008678,            0.078571,          0.00029757,          0.00010413,             0.10241,            0.009404,           0.0061502,          0.00075991,          0.00075991,             0.09306
                  78,             0.10927,            0.013105,           0.0048813,          0.00074828,            0.078571,           0.0003077,          0.00010802,             0.10248,           0.0093843,           0.0060868,          0.00076951,          0.00076951,             0.09297
                  79,             0.10953,            0.012252,           0.0045641,          0.00074828,            0.078571,          0.00031228,          0.00010827,             0.10255,           0.0093646,           0.0060269,          0.00077911,          0.00077911,            0.092879
                  80,             0.10549,            0.013163,            0.004569,          0.00074828,            0.078571,          0.00031706,          0.00011299,             0.10268,           0.0093443,           0.0059661,          0.00078869,          0.00078869,            0.092789
                  81,             0.10729,            0.012778,           0.0045227,          0.00074828,            0.078571,          0.00029736,           0.0001033,             0.10296,           0.0093179,            0.005906,          0.00079826,          0.00079826,            0.092698
                  82,             0.10742,              0.0123,           0.0044757,          0.00074828,            0.078571,          0.00033701,          0.00011182,             0.10275,           0.0093189,           0.0058485,          0.00080782,          0.00080782,            0.092608
                  83,             0.10621,            0.012212,           0.0043663,          0.00074828,            0.078571,          0.00031325,          0.00011593,             0.10266,           0.0093107,             0.00579,          0.00081737,          0.00081737,            0.092517
                  84,             0.10747,            0.012781,            0.004168,          0.00074828,            0.078571,          0.00031979,          0.00010518,             0.10277,            0.009295,           0.0057355,          0.00082691,          0.00082691,            0.092427
                  85,             0.11025,            0.011537,           0.0044007,          0.00074828,            0.078571,           0.0003164,          0.00010681,             0.10267,           0.0092896,           0.0056818,          0.00083644,          0.00083644,            0.092336
                  86,             0.10709,            0.013052,           0.0047651,          0.00074828,            0.078571,          0.00030757,          0.00011209,             0.10251,            0.009283,            0.005625,          0.00084596,          0.00084596,            0.092246
                  87,             0.10748,            0.012088,           0.0048518,          0.00068026,            0.071429,           0.0002759,          0.00010098,              0.1024,           0.0092733,           0.0055712,          0.00085547,          0.00085547,            0.092155
                  88,             0.10983,            0.012337,            0.003877,          0.00068026,            0.071429,          0.00027878,          9.9667e-05,             0.10241,           0.0092625,             0.00552,          0.00086496,          0.00086496,            0.092065
                  89,             0.10531,            0.012319,           0.0042682,          0.00068026,            0.071429,          0.00027704,            0.000101,             0.10242,           0.0092561,           0.0054679,          0.00087445,          0.00087445,            0.091974
                  90,             0.10451,            0.011999,           0.0045218,          0.00068026,            0.071429,          0.00027508,          9.8026e-05,             0.10219,           0.0092609,           0.0054146,          0.00088392,          0.00088392,            0.091884
                  91,             0.10799,            0.013294,           0.0039547,          0.00068026,            0.071429,          0.00027416,          0.00010304,             0.10234,           0.0092441,           0.0053667,          0.00089338,          0.00089338,            0.091793
                  92,             0.10662,            0.013623,           0.0039863,          0.00074829,            0.078571,           0.0003141,           0.0001155,             0.10252,           0.0092266,           0.0053177,          0.00090283,          0.00090283,            0.091703
                  93,             0.10614,            0.011864,           0.0040651,          0.00068026,            0.071429,          0.00031727,          0.00011257,              0.1023,           0.0092272,           0.0052706,          0.00091226,          0.00091226,            0.091612
                  94,             0.10716,            0.011948,           0.0039634,          0.00068026,            0.071429,          0.00031581,          0.00011075,             0.10234,           0.0092135,           0.0052225,          0.00092169,          0.00092169,            0.091522
                  95,             0.10893,            0.012383,           0.0037784,          0.00068026,            0.071429,          0.00029003,          0.00010905,             0.10255,           0.0091908,           0.0051781,           0.0009311,           0.0009311,            0.091431
                  96,             0.10468,            0.013581,           0.0037316,          0.00068026,            0.071429,          0.00028788,          0.00010644,             0.10255,           0.0091853,           0.0051326,           0.0009405,           0.0009405,            0.091341
                  97,             0.10601,            0.012168,           0.0036685,          0.00074829,            0.078571,          0.00032629,          0.00010635,             0.10262,           0.0091731,           0.0050901,          0.00094989,          0.00094989,             0.09125
                  98,             0.10213,            0.014062,           0.0038121,          0.00068026,            0.071429,          0.00027486,          9.9869e-05,             0.10264,           0.0091675,           0.0050455,          0.00095926,          0.00095926,            0.091159
                  99,             0.10626,            0.012087,           0.0039437,          0.00074829,            0.078571,          0.00032882,          0.00010792,             0.10273,           0.0091558,           0.0050016,          0.00096863,          0.00096863,            0.091069
                 100,             0.10503,            0.013048,            0.003674,          0.00068027,            0.071429,          0.00035483,          0.00011166,             0.10287,           0.0091438,           0.0049602,          0.00097798,          0.00097798,            0.090978
                 101,             0.10536,            0.012604,           0.0034711,          0.00068027,            0.071429,          0.00028067,          9.5888e-05,             0.10293,           0.0091374,           0.0049189,          0.00098731,          0.00098731,            0.090887
                 102,             0.10411,            0.012111,           0.0038558,          0.00068027,            0.071429,           0.0002794,           0.0001021,             0.10281,           0.0091392,            0.004876,          0.00099664,          0.00099664,            0.090797
                 103,             0.10239,            0.012551,           0.0032383,          0.00074829,            0.078571,          0.00032926,          0.00010853,             0.10291,           0.0091322,           0.0048349,           0.0010059,           0.0010059,            0.090706
                 104,             0.10516,            0.012427,           0.0035068,          0.00068027,            0.071429,          0.00027685,          9.8025e-05,             0.10282,           0.0091316,           0.0047943,           0.0010152,           0.0010152,            0.090615
                 105,             0.10369,            0.012851,           0.0038831,          0.00068027,            0.071429,          0.00030789,          0.00010489,             0.10241,           0.0091559,           0.0047526,           0.0010245,           0.0010245,            0.090525
                 106,             0.10215,            0.011745,           0.0036079,          0.00068027,            0.071429,          0.00030605,           0.0001062,             0.10219,           0.0091672,           0.0047133,           0.0010338,           0.0010338,            0.090434
                 107,             0.10186,            0.012477,           0.0030934,          0.00068027,            0.071429,          0.00028144,          0.00010462,             0.10234,           0.0091581,           0.0046737,           0.0010431,           0.0010431,            0.090343
                 108,             0.10455,            0.012522,           0.0033073,          0.00068027,            0.071429,          0.00033057,          0.00010831,             0.10202,           0.0091696,           0.0046341,           0.0010523,           0.0010523,            0.090252
                 109,             0.10118,            0.013684,           0.0031665,           0.0007483,            0.078571,          0.00033545,          0.00011775,             0.10212,           0.0091608,           0.0045942,           0.0010615,           0.0010615,            0.090162
                 110,             0.10209,            0.011777,           0.0029025,          0.00081632,            0.085714,          0.00038715,          0.00012156,             0.10245,           0.0091468,            0.004552,           0.0010707,           0.0010707,            0.090071
                 111,             0.10274,            0.011439,           0.0033749,          0.00068027,            0.071429,          0.00031621,          0.00011601,             0.10181,           0.0091822,           0.0045129,           0.0010799,           0.0010799,             0.08998
                 112,             0.10204,            0.014671,           0.0030397,          0.00081633,            0.085714,          0.00036436,          0.00010777,             0.10218,           0.0091645,           0.0044757,           0.0010891,           0.0010891,            0.089889
                 113,             0.10507,            0.013055,           0.0028192,          0.00081633,            0.085714,          0.00036206,          0.00011745,             0.10208,           0.0091633,           0.0044365,           0.0010983,           0.0010983,            0.089798
                 114,             0.10121,            0.012206,            0.003336,          0.00072541,            0.071429,          0.00030858,          0.00010747,              0.1019,           0.0091742,           0.0043958,           0.0011075,           0.0011075,            0.089707
                 115,             0.10328,            0.013484,           0.0032141,          0.00086271,            0.078571,          0.00033568,           0.0001046,             0.10186,            0.009186,           0.0043501,           0.0011166,           0.0011166,            0.089617
                 116,            0.096231,            0.012417,           0.0031027,            0.000873,            0.078571,           0.0006225,          0.00014218,             0.10134,           0.0092391,           0.0042958,           0.0011257,           0.0011257,            0.089526
                 117,            0.099281,            0.013248,           0.0030175,           0.0011118,                 0.1,          0.00084361,          0.00017285,             0.10118,           0.0092667,           0.0042438,           0.0011348,           0.0011348,            0.089435
                 118,            0.099142,             0.01232,           0.0027839,           0.0011242,            0.092857,           0.0009392,          0.00022812,             0.10149,           0.0092547,            0.004188,           0.0011439,           0.0011439,            0.089344
                 119,             0.10125,            0.012821,           0.0028106,           0.0014348,            0.078571,           0.0010901,          0.00025047,             0.10127,           0.0092745,            0.004137,            0.001153,            0.001153,            0.089253
                 120,            0.096196,            0.013736,           0.0028221,           0.0040408,            0.035714,           0.0013283,           0.0002756,              0.1004,           0.0093413,           0.0040901,           0.0011621,           0.0011621,            0.089162
                 121,            0.098881,            0.013592,            0.002965,            0.027176,            0.028571,           0.0020182,          0.00039783,            0.099744,           0.0093927,           0.0040438,           0.0011711,           0.0011711,            0.089071
                 122,             0.10145,            0.012251,           0.0030477,            0.035916,            0.028571,            0.002448,          0.00052651,            0.099479,           0.0094236,           0.0039872,           0.0011802,           0.0011802,             0.08898
                 123,            0.096815,            0.013091,           0.0026112,            0.038954,            0.028571,           0.0025245,          0.00046821,            0.099451,           0.0094422,           0.0039357,           0.0011892,           0.0011892,            0.088889
                 124,            0.099925,            0.011983,            0.002684,            0.041538,            0.035714,           0.0028459,          0.00061554,            0.098866,            0.009469,           0.0038791,           0.0011982,           0.0011982,            0.088798
                 125,            0.097089,            0.013334,           0.0027059,            0.044894,            0.035714,           0.0042903,          0.00081857,            0.098087,           0.0095333,           0.0038214,           0.0012072,           0.0012072,            0.088707
                 126,            0.095837,             0.01371,           0.0028165,            0.067017,            0.057143,           0.0066967,            0.001257,            0.097125,           0.0096333,           0.0037205,           0.0012162,           0.0012162,            0.088616
                 127,            0.092528,            0.012454,           0.0026176,             0.07869,            0.064286,           0.0090788,           0.0019052,            0.096533,           0.0096606,           0.0036653,           0.0012251,           0.0012251,            0.088525
                 128,            0.095149,            0.013482,           0.0023158,            0.059188,            0.042857,           0.0064863,           0.0013635,            0.097663,           0.0095702,           0.0036338,           0.0012341,           0.0012341,            0.088434
                 129,            0.096031,            0.012483,            0.002263,            0.056941,            0.042857,           0.0053314,           0.0011688,            0.097483,           0.0095815,           0.0036424,            0.001243,            0.001243,            0.088343
                 130,            0.094077,            0.013456,           0.0024335,            0.056579,            0.035714,           0.0044867,           0.0012086,            0.098148,           0.0094812,            0.003636,           0.0012519,           0.0012519,            0.088252
                 131,            0.092607,            0.013347,           0.0023624,            0.045201,            0.021429,           0.0032499,          0.00080895,            0.099293,           0.0093576,           0.0036642,           0.0012608,           0.0012608,            0.088161
                 132,             0.09014,            0.013593,           0.0023499,            0.046854,            0.028571,           0.0041833,           0.0010193,            0.098649,           0.0093723,           0.0036181,           0.0012697,           0.0012697,             0.08807
                 133,            0.093212,             0.01342,           0.0023617,            0.044715,           0.0071429,           0.0023808,          0.00054516,             0.10154,           0.0091118,           0.0036769,           0.0012785,           0.0012785,            0.087979
                 134,            0.092266,            0.013712,           0.0023833,            0.033196,            0.021429,           0.0052977,           0.0012767,            0.098809,           0.0093556,            0.003569,           0.0012874,           0.0012874,            0.087887
                 135,            0.093692,            0.012443,           0.0023809,             0.04734,            0.021429,           0.0053823,           0.0012455,            0.099639,           0.0092397,           0.0035653,           0.0012962,           0.0012962,            0.087796
                 136,            0.092815,            0.012596,           0.0021643,            0.075334,            0.035714,           0.0063353,            0.001368,            0.098695,           0.0093049,           0.0035432,            0.001305,            0.001305,            0.087705
                 137,            0.094834,            0.014729,           0.0023268,            0.070506,            0.014286,            0.004775,           0.0011953,            0.099746,           0.0091974,           0.0035366,           0.0013138,           0.0013138,            0.087614
                 138,            0.091597,             0.01362,           0.0021045,            0.047349,           0.0071429,           0.0038496,          0.00095996,             0.10006,           0.0091602,           0.0035474,           0.0013225,           0.0013225,            0.087523
                 139,            0.087758,             0.01364,            0.002065,            0.042233,           0.0071429,           0.0046209,           0.0011371,             0.10006,           0.0091537,           0.0034911,           0.0013313,           0.0013313,            0.087431
                 140,            0.086754,            0.015119,           0.0023468,            0.081994,                0.05,            0.012115,           0.0022458,            0.098108,           0.0092866,           0.0033911,             0.00134,             0.00134,             0.08734
                 141,            0.092918,            0.013983,           0.0019255,            0.051396,            0.021429,           0.0046012,           0.0010279,             0.10108,           0.0090462,           0.0033897,           0.0013488,           0.0013488,            0.087249
                 142,            0.088928,            0.011783,           0.0019276,             0.15096,                0.05,            0.013779,           0.0022738,            0.098334,           0.0092519,           0.0033956,           0.0013575,           0.0013575,            0.087157
                 143,            0.096401,            0.014981,           0.0018319,           0.0010543,             0.12143,           0.0035414,          0.00081257,             0.10164,           0.0089943,           0.0034689,           0.0013661,           0.0013661,            0.087066
                 144,            0.088158,            0.013727,           0.0019582,          0.00087547,                 0.1,           0.0025057,            0.000593,             0.10207,           0.0089947,           0.0034297,           0.0013748,           0.0013748,            0.086975
                 145,            0.084368,             0.01365,           0.0019773,            0.079211,                0.05,           0.0085239,           0.0013744,            0.098133,           0.0093204,           0.0032349,           0.0013835,           0.0013835,            0.086883
                 146,            0.089515,            0.013987,           0.0016326,            0.040338,            0.021429,           0.0023027,          0.00047892,             0.10113,           0.0091146,           0.0032028,           0.0013921,           0.0013921,            0.086792
                 147,            0.088692,            0.013338,           0.0017913,            0.087031,            0.092857,            0.014887,           0.0028172,            0.094949,           0.0096131,           0.0030617,           0.0014007,           0.0014007,            0.086701
                 148,            0.087461,             0.01322,            0.001777,            0.075615,             0.10714,            0.015896,           0.0031981,            0.093615,           0.0096523,           0.0029681,           0.0014093,           0.0014093,            0.086609
                 149,            0.085595,            0.014317,           0.0018862,             0.10711,             0.11429,            0.021466,           0.0047579,            0.092735,            0.009672,           0.0030135,           0.0014179,           0.0014179,            0.086518
                 150,            0.084294,            0.014241,           0.0017074,             0.10287,            0.092857,            0.016112,           0.0027445,            0.096032,           0.0094022,           0.0030398,           0.0014264,           0.0014264,            0.086426
                 151,            0.083786,             0.01458,           0.0015714,             0.13518,            0.078571,            0.021798,            0.004333,             0.09498,           0.0094061,           0.0030677,            0.001435,            0.001435,            0.086335
                 152,            0.084047,            0.013081,           0.0017571,             0.13036,            0.057143,            0.015266,           0.0028456,            0.095403,           0.0094364,           0.0031073,           0.0014435,           0.0014435,            0.086243
