               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.070178,            0.023544,                   0,              0.6536,             0.66998,             0.58473,             0.15463,            0.069341,             0.02527,                   0,           0.0044004,           0.0044004,               0.058
                 155,            0.051787,            0.021293,                   0,             0.78491,             0.77355,             0.77394,             0.27542,            0.065749,            0.024874,                   0,           0.0044257,           0.0044257,            0.057726
                 156,            0.073005,            0.022544,                   0,             0.74101,             0.76087,             0.72334,             0.22315,            0.071321,            0.023481,                   0,            0.004451,            0.004451,            0.057451
                 157,            0.069182,            0.022208,                   0,             0.66152,             0.63376,             0.61687,              0.2094,            0.071151,            0.029311,                   0,           0.0044763,           0.0044763,            0.057176
                 158,            0.068247,            0.022217,                   0,             0.68108,             0.74094,             0.70538,             0.25084,            0.068787,            0.025205,                   0,           0.0045015,           0.0045015,            0.056901
                 159,            0.072531,              0.0218,                   0,             0.13177,            0.056159,            0.025017,           0.0042605,            0.099413,            0.032668,                   0,           0.0045266,           0.0045266,            0.056627
                 160,             0.07001,            0.022797,                   0,             0.20562,             0.07971,            0.036334,           0.0066998,             0.10567,            0.031477,                   0,           0.0045517,           0.0045517,            0.056352
                 161,            0.067988,            0.022661,                   0,            0.082939,             0.04522,            0.017276,           0.0034318,             0.10602,            0.027697,                   0,           0.0045767,           0.0045767,            0.056077
                 162,            0.068526,            0.021349,                   0,             0.24973,             0.13225,            0.082313,            0.021802,             0.09949,            0.029173,                   0,           0.0046017,           0.0046017,            0.055802
                 163,            0.075994,            0.022054,                   0,             0.39108,             0.26812,             0.19967,            0.057152,            0.086315,            0.029996,                   0,           0.0046266,           0.0046266,            0.055527
                 164,             0.06686,            0.021987,                   0,             0.73631,             0.66773,             0.68105,              0.2425,            0.070688,            0.028028,                   0,           0.0046514,           0.0046514,            0.055251
                 165,            0.071613,            0.023251,                   0,             0.58828,              0.5308,              0.5145,              0.1516,            0.076318,            0.029859,                   0,           0.0046762,           0.0046762,            0.054976
                 166,             0.06786,            0.021692,                   0,             0.76671,              0.7337,              0.7239,             0.26365,            0.067529,            0.024891,                   0,           0.0047009,           0.0047009,            0.054701
                 167,            0.074575,            0.020702,                   0,             0.83282,             0.73188,             0.76383,             0.29258,            0.064264,            0.025886,                   0,           0.0047256,           0.0047256,            0.054426
                 168,            0.051142,            0.021262,                   0,             0.72467,             0.77899,             0.71174,             0.24572,            0.072631,            0.023792,                   0,           0.0047502,           0.0047502,             0.05415
                 169,            0.050113,            0.022002,                   0,             0.75145,             0.69012,             0.72953,             0.21303,            0.069447,            0.023546,                   0,           0.0047747,           0.0047747,            0.053875
                 170,            0.073104,            0.022073,                   0,             0.75558,             0.77536,             0.75851,             0.29219,            0.063687,            0.025016,                   0,           0.0047991,           0.0047991,            0.053599
                 171,            0.062445,            0.021449,                   0,             0.75558,             0.76268,              0.7179,             0.22603,            0.063341,            0.022876,                   0,           0.0048236,           0.0048236,            0.053324
                 172,             0.05821,            0.023097,                   0,             0.69086,             0.71014,             0.62279,             0.18975,            0.067383,            0.024103,                   0,           0.0048479,           0.0048479,            0.053048
                 173,            0.057893,             0.02076,                   0,             0.81318,             0.80432,             0.80691,             0.30744,            0.060166,            0.023356,                   0,           0.0048722,           0.0048722,            0.052772
                 174,                0.06,             0.02182,                   0,             0.80707,             0.78804,              0.7958,             0.27746,            0.057863,            0.023668,                   0,           0.0048964,           0.0048964,            0.052496
                 175,            0.067005,            0.020849,                   0,              0.7248,             0.74638,             0.69872,             0.22743,            0.063623,            0.024278,                   0,           0.0049205,           0.0049205,            0.052221
                 176,            0.062451,            0.021284,                   0,             0.74066,             0.72464,             0.67944,             0.23741,            0.065305,            0.023493,                   0,           0.0049446,           0.0049446,            0.051945
                 177,            0.046658,            0.020102,                   0,             0.67456,             0.71722,             0.62619,             0.18785,            0.074994,            0.024097,                   0,           0.0049686,           0.0049686,            0.051669
                 178,            0.070075,            0.021153,                   0,             0.77606,             0.83499,             0.79091,             0.28518,            0.063557,            0.023741,                   0,           0.0049926,           0.0049926,            0.051393
                 179,            0.050206,            0.020164,                   0,             0.75871,              0.7663,             0.71267,             0.22232,            0.066892,            0.024368,                   0,           0.0050165,           0.0050165,            0.051116
                 180,            0.057844,            0.021731,                   0,             0.72046,               0.663,             0.60891,             0.16219,            0.071364,            0.024751,                   0,           0.0050403,           0.0050403,             0.05084
                 181,            0.058334,            0.020874,                   0,             0.79735,             0.78442,             0.76737,             0.24529,            0.063726,            0.022681,                   0,           0.0050641,           0.0050641,            0.050564
                 182,            0.059525,             0.02186,                   0,              0.7151,             0.65023,             0.62332,             0.17704,            0.074404,            0.022659,                   0,           0.0050878,           0.0050878,            0.050288
                 183,            0.070996,            0.020835,                   0,             0.75914,             0.78804,             0.72424,             0.24845,            0.066995,            0.023686,                   0,           0.0051114,           0.0051114,            0.050011
                 184,            0.073408,            0.021573,                   0,             0.76163,             0.70652,             0.66471,             0.18137,            0.068778,             0.03061,                   0,            0.005135,            0.005135,            0.049735
                 185,            0.059346,            0.022561,                   0,             0.74457,                0.75,             0.67233,             0.19712,            0.067446,            0.024812,                   0,           0.0051585,           0.0051585,            0.049458
                 186,            0.048833,            0.020621,                   0,             0.76656,             0.71558,             0.66463,             0.22308,            0.069788,            0.023261,                   0,           0.0051819,           0.0051819,            0.049182
                 187,            0.061097,            0.020874,                   0,             0.74679,             0.75362,              0.7022,             0.19022,            0.063123,            0.022797,                   0,           0.0052052,           0.0052052,            0.048905
                 188,            0.054535,            0.019787,                   0,             0.70788,             0.77704,             0.67518,             0.19234,            0.066332,            0.025562,                   0,           0.0052285,           0.0052285,            0.048629
                 189,            0.057342,            0.019994,                   0,             0.74644,             0.76268,             0.67187,             0.18677,            0.068914,            0.022688,                   0,           0.0052518,           0.0052518,            0.048352
                 190,            0.069672,            0.022361,                   0,             0.58723,             0.57609,             0.41791,            0.092738,             0.07025,            0.022375,                   0,           0.0052749,           0.0052749,            0.048075
                 191,            0.059223,            0.020612,                   0,             0.77774,             0.76072,             0.70984,             0.22231,             0.06057,            0.024881,                   0,            0.005298,            0.005298,            0.047798
                 192,            0.065964,              0.0221,                   0,              0.7783,             0.80768,             0.80347,             0.27533,            0.061248,            0.023289,                   0,            0.005321,            0.005321,            0.047521
                 193,            0.070063,            0.020909,                   0,             0.76827,             0.77536,             0.75121,              0.2613,            0.066536,            0.022912,                   0,            0.005344,            0.005344,            0.047244
                 194,            0.059348,            0.021034,                   0,             0.77471,             0.77355,             0.77459,             0.27193,            0.062254,            0.023058,                   0,           0.0053668,           0.0053668,            0.046967
                 195,            0.063477,            0.021079,                   0,             0.77294,             0.69746,              0.7301,             0.27358,             0.06677,            0.024246,                   0,           0.0053896,           0.0053896,             0.04669
                 196,             0.05221,            0.022366,                   0,             0.79299,             0.79167,             0.80201,             0.31469,            0.065743,            0.023129,                   0,           0.0054124,           0.0054124,            0.046412
                 197,            0.071346,             0.02206,                   0,              0.6674,             0.48711,             0.46035,             0.14439,               0.078,            0.029492,                   0,            0.005435,            0.005435,            0.046135
                 198,            0.066361,            0.020576,                   0,             0.71408,             0.52174,             0.52382,              0.1776,            0.075713,            0.031744,                   0,           0.0054576,           0.0054576,            0.045858
                 199,              0.0593,            0.020751,                   0,             0.71175,             0.59941,             0.59535,             0.17385,            0.071403,            0.030085,                   0,           0.0054802,           0.0054802,             0.04558
                 200,            0.055568,            0.020655,                   0,             0.83303,             0.84055,             0.83929,             0.34872,            0.060835,            0.023566,                   0,           0.0055026,           0.0055026,            0.045303
                 201,            0.055688,            0.020705,                   0,             0.86362,             0.84239,             0.84081,             0.34502,             0.06945,            0.022688,                   0,            0.005525,            0.005525,            0.045025
                 202,            0.068608,            0.019784,                   0,             0.85876,             0.79309,             0.82338,             0.32643,             0.06444,            0.022952,                   0,           0.0055473,           0.0055473,            0.044747
                 203,            0.065889,            0.021076,                   0,             0.82669,             0.82954,             0.79052,             0.27373,            0.061271,            0.027176,                   0,           0.0055696,           0.0055696,             0.04447
                 204,            0.064219,            0.021136,                   0,             0.84991,             0.82246,              0.8091,             0.29853,            0.058499,            0.023373,                   0,           0.0055917,           0.0055917,            0.044192
                 205,            0.059068,             0.02097,                   0,              0.8532,             0.84239,              0.8223,             0.29104,            0.060748,             0.02215,                   0,           0.0056138,           0.0056138,            0.043914
                 206,            0.069016,            0.020609,                   0,             0.84739,              0.8587,             0.84688,             0.31539,            0.064726,            0.022566,                   0,           0.0056358,           0.0056358,            0.043636
                 207,            0.065764,            0.021373,                   0,             0.87732,             0.81703,             0.85578,             0.35613,            0.058974,            0.022823,                   0,           0.0056578,           0.0056578,            0.043358
                 208,            0.055369,            0.020285,                   0,             0.85606,             0.87272,             0.85712,             0.34017,            0.061655,            0.022288,                   0,           0.0056797,           0.0056797,             0.04308
                 209,            0.047398,            0.019947,                   0,             0.87075,             0.88043,             0.86765,             0.34497,            0.060009,            0.021482,                   0,           0.0057015,           0.0057015,            0.042801
                 210,            0.061112,            0.020475,                   0,             0.82527,             0.80432,             0.83718,             0.33151,            0.060496,            0.022428,                   0,           0.0057232,           0.0057232,            0.042523
                 211,            0.044666,            0.020089,                   0,             0.86834,             0.86029,             0.86094,             0.34328,            0.061393,            0.021309,                   0,           0.0057449,           0.0057449,            0.042245
                 212,            0.053086,            0.020498,                   0,             0.84627,             0.82246,             0.77597,             0.26791,            0.062474,            0.021546,                   0,           0.0057664,           0.0057664,            0.041966
                 213,            0.054489,            0.020446,                   0,             0.88024,             0.86553,             0.87078,             0.36151,            0.056853,            0.021862,                   0,           0.0057879,           0.0057879,            0.041688
                 214,            0.051788,            0.020624,                   0,             0.85846,              0.8587,             0.84565,             0.34418,            0.058419,            0.023105,                   0,           0.0058094,           0.0058094,            0.041409
                 215,            0.052027,            0.020266,                   0,             0.83587,             0.84058,             0.84428,             0.31504,            0.061981,            0.022588,                   0,           0.0058307,           0.0058307,            0.041131
                 216,            0.057404,            0.020268,                   0,             0.85581,             0.84945,             0.83845,             0.35461,             0.05995,            0.021785,                   0,            0.005852,            0.005852,            0.040852
                 217,            0.052812,            0.020494,                   0,             0.69202,             0.59023,             0.57242,             0.16995,            0.078208,            0.023792,                   0,           0.0058732,           0.0058732,            0.040573
                 218,            0.058781,            0.019442,                   0,             0.86378,             0.83858,             0.84587,             0.36885,            0.058441,            0.022027,                   0,           0.0058943,           0.0058943,            0.040294
                 219,            0.065552,            0.020666,                   0,             0.80924,             0.78623,             0.81062,             0.29056,            0.057953,            0.024749,                   0,           0.0059154,           0.0059154,            0.040015
                 220,            0.056745,            0.020079,                   0,             0.76567,             0.80435,             0.81338,             0.30171,            0.057365,             0.02304,                   0,           0.0059364,           0.0059364,            0.039736
                 221,            0.054039,            0.021419,                   0,             0.83394,             0.81882,             0.82945,             0.35551,            0.059086,            0.022449,                   0,           0.0059573,           0.0059573,            0.039457
                 222,            0.050949,             0.01951,                   0,             0.79964,             0.84058,             0.82346,             0.31483,            0.061506,             0.02194,                   0,           0.0059781,           0.0059781,            0.039178
                 223,            0.060015,             0.02021,                   0,             0.81685,              0.8726,             0.83415,             0.34498,            0.055257,            0.023485,                   0,           0.0059988,           0.0059988,            0.038899
                 224,            0.061855,            0.020044,                   0,             0.83504,             0.85326,             0.84321,              0.3182,            0.060178,            0.021537,                   0,           0.0060195,           0.0060195,            0.038619
                 225,            0.062721,            0.019442,                   0,              0.7862,              0.7663,             0.73896,             0.27415,            0.061445,            0.022307,                   0,           0.0060401,           0.0060401,             0.03834
                 226,            0.053387,            0.019879,                   0,             0.67541,             0.78804,             0.64195,             0.25158,            0.071855,            0.024342,                   0,           0.0060606,           0.0060606,            0.038061
                 227,            0.065933,            0.019271,                   0,             0.74827,             0.81314,             0.71254,             0.26599,              0.0763,              0.0226,                   0,            0.006081,            0.006081,            0.037781
                 228,            0.075257,             0.01928,                   0,             0.84446,             0.81632,             0.80112,             0.29764,            0.070425,            0.022846,                   0,           0.0061014,           0.0061014,            0.037501
                 229,            0.050856,            0.019067,                   0,             0.86095,             0.84601,             0.84727,             0.34425,            0.065696,            0.021851,                   0,           0.0061216,           0.0061216,            0.037222
                 230,            0.053089,            0.019351,                   0,             0.85501,             0.86529,             0.83864,             0.35572,            0.062793,             0.02201,                   0,           0.0061418,           0.0061418,            0.036942
                 231,            0.059734,            0.020546,                   0,             0.86368,             0.84938,             0.84364,             0.34665,            0.061351,            0.022203,                   0,            0.006162,            0.006162,            0.036662
                 232,            0.060996,            0.019452,                   0,             0.86588,             0.84601,             0.85094,              0.3476,             0.06235,            0.021529,                   0,            0.006182,            0.006182,            0.036382
                 233,            0.064902,             0.02023,                   0,             0.75551,             0.75362,             0.66218,             0.18507,             0.07192,             0.02381,                   0,            0.006202,            0.006202,            0.036102
                 234,            0.056491,            0.020446,                   0,             0.86596,             0.83152,             0.84744,             0.31402,            0.065525,            0.021737,                   0,           0.0062218,           0.0062218,            0.035822
                 235,            0.065606,            0.021602,                   0,             0.46645,             0.30435,             0.23066,            0.060834,             0.10202,            0.025013,                   0,           0.0062416,           0.0062416,            0.035542
                 236,             0.06841,            0.021501,                   0,             0.47596,             0.30797,             0.26304,            0.076138,            0.090349,            0.026945,                   0,           0.0062614,           0.0062614,            0.035261
                 237,            0.048435,            0.020636,                   0,             0.54206,             0.31341,             0.29528,            0.094516,            0.084438,            0.026213,                   0,            0.006281,            0.006281,            0.034981
                 238,            0.048402,            0.020915,                   0,             0.61786,             0.46865,             0.45971,             0.15637,            0.068107,            0.028842,                   0,           0.0063005,           0.0063005,            0.034701
                 239,            0.046967,            0.020344,                   0,             0.63529,             0.60274,             0.57466,             0.19633,            0.064783,            0.027754,                   0,             0.00632,             0.00632,             0.03442
                 240,            0.045737,            0.020936,                   0,             0.60086,             0.58696,             0.53775,             0.18363,            0.067426,            0.028411,                   0,           0.0063394,           0.0063394,            0.034139
                 241,             0.06101,            0.019562,                   0,             0.66717,             0.66819,              0.6363,             0.22294,            0.065897,            0.026725,                   0,           0.0063587,           0.0063587,            0.033859
                 242,            0.052756,            0.019091,                   0,             0.81451,             0.78261,             0.76605,             0.28306,            0.069257,            0.024774,                   0,            0.006378,            0.006378,            0.033578
                 243,              0.0668,            0.019971,                   0,             0.76424,             0.77519,             0.73977,             0.25671,             0.06416,            0.025835,                   0,           0.0063971,           0.0063971,            0.033297
                 244,            0.057995,            0.019501,                   0,             0.76092,             0.69191,             0.72746,             0.23284,            0.061465,            0.025814,                   0,           0.0064162,           0.0064162,            0.033016
                 245,            0.060231,             0.02034,                   0,             0.86553,             0.75793,             0.81743,             0.27279,            0.061611,            0.023025,                   0,           0.0064352,           0.0064352,            0.032735
                 246,            0.068425,            0.020917,                   0,             0.62794,             0.49275,             0.50216,             0.16849,            0.077534,            0.036134,                   0,           0.0064541,           0.0064541,            0.032454
                 247,            0.055124,            0.020305,                   0,             0.66536,              0.5308,             0.56268,             0.20134,            0.072787,            0.033152,                   0,           0.0064729,           0.0064729,            0.032173
                 248,            0.045394,            0.019779,                   0,             0.75882,             0.64493,             0.70603,             0.23359,             0.06495,            0.028491,                   0,           0.0064916,           0.0064916,            0.031892
                 249,            0.069553,            0.020097,                   0,             0.76853,             0.61952,             0.67752,             0.23115,            0.067318,            0.028283,                   0,           0.0065103,           0.0065103,             0.03161
                 250,            0.063017,            0.020885,                   0,             0.79222,             0.74819,             0.74914,             0.26482,            0.061561,            0.024065,                   0,           0.0065288,           0.0065288,            0.031329
                 251,            0.058445,            0.019407,                   0,             0.85072,             0.82609,             0.83046,             0.32059,            0.055176,            0.022316,                   0,           0.0065473,           0.0065473,            0.031047
                 252,            0.048051,            0.019479,                   0,             0.73151,             0.59783,             0.61558,             0.21597,            0.068073,            0.031226,                   0,           0.0065657,           0.0065657,            0.030766
                 253,            0.052428,            0.019064,                   0,             0.82471,             0.81884,             0.80463,             0.31097,            0.060493,            0.024718,                   0,           0.0065841,           0.0065841,            0.030484
                 254,            0.054169,            0.019457,                   0,             0.81167,             0.83696,             0.83643,             0.33593,              0.0529,            0.023976,                   0,           0.0066023,           0.0066023,            0.030202
                 255,            0.065194,            0.019591,                   0,             0.80067,              0.7663,              0.7549,             0.29235,            0.056247,            0.027129,                   0,           0.0066204,           0.0066204,             0.02992
                 256,            0.064703,            0.019758,                   0,             0.77889,             0.69558,             0.77012,             0.27005,            0.058534,            0.026631,                   0,           0.0066385,           0.0066385,            0.029639
                 257,            0.046648,            0.020188,                   0,             0.84668,             0.86038,             0.86659,             0.34418,            0.055097,            0.021669,                   0,           0.0066565,           0.0066565,            0.029356
                 258,            0.043595,            0.020388,                   0,             0.87429,             0.85675,             0.87435,              0.3629,            0.056553,            0.022072,                   0,           0.0066744,           0.0066744,            0.029074
                 259,            0.058489,            0.020098,                   0,             0.80968,             0.83514,             0.85897,             0.36177,            0.055852,            0.023461,                   0,           0.0066922,           0.0066922,            0.028792
                 260,            0.057872,              0.0194,                   0,             0.86879,             0.82769,             0.84042,             0.31394,            0.063815,            0.021648,                   0,           0.0067099,           0.0067099,             0.02851
                 261,            0.062386,            0.020014,                   0,             0.87473,             0.84757,             0.85178,             0.31881,            0.065854,             0.02267,                   0,           0.0067276,           0.0067276,            0.028228
                 262,            0.057358,            0.019805,                   0,             0.88818,             0.85145,             0.85217,             0.32587,            0.062968,            0.022033,                   0,           0.0067451,           0.0067451,            0.027945
                 263,            0.058968,            0.019617,                   0,             0.81552,             0.81703,             0.78187,             0.27127,            0.061313,            0.023007,                   0,           0.0067626,           0.0067626,            0.027663
                 264,            0.044315,            0.018409,                   0,             0.87328,             0.86232,              0.8557,             0.35199,            0.058508,             0.02251,                   0,             0.00678,             0.00678,             0.02738
                 265,            0.059569,             0.01961,                   0,             0.85915,             0.87295,             0.86842,             0.34595,             0.06184,            0.021531,                   0,           0.0067973,           0.0067973,            0.027097
                 266,            0.061845,            0.019461,                   0,             0.87328,             0.83645,             0.86037,             0.37117,            0.061372,            0.024668,                   0,           0.0068145,           0.0068145,            0.026814
                 267,            0.062915,             0.01968,                   0,             0.81401,             0.84043,             0.80405,             0.30004,            0.058556,            0.029803,                   0,           0.0068316,           0.0068316,            0.026532
                 268,            0.051931,            0.018644,                   0,             0.84248,             0.80422,             0.80496,             0.30057,            0.058365,            0.024672,                   0,           0.0068486,           0.0068486,            0.026249
                 269,            0.052411,            0.018679,                   0,             0.83091,             0.86775,             0.83124,             0.33529,            0.056913,            0.024097,                   0,           0.0068656,           0.0068656,            0.025966
                 270,            0.048899,            0.019386,                   0,             0.82416,             0.82428,             0.79586,             0.32029,            0.061097,            0.023155,                   0,           0.0068824,           0.0068824,            0.025682
                 271,            0.049967,            0.019658,                   0,             0.77551,             0.76449,             0.72358,             0.23934,              0.0674,            0.021841,                   0,           0.0068992,           0.0068992,            0.025399
                 272,            0.065052,             0.01961,                   0,             0.83622,             0.80797,              0.8345,             0.34237,            0.059925,            0.021813,                   0,           0.0069159,           0.0069159,            0.025116
                 273,            0.050113,            0.019787,                   0,             0.84059,             0.81341,             0.81035,             0.28751,            0.059494,            0.022636,                   0,           0.0069325,           0.0069325,            0.024832
                 274,            0.060863,            0.020376,                   0,             0.74546,             0.75362,              0.7205,             0.22072,            0.061759,             0.02387,                   0,            0.006949,            0.006949,            0.024549
                 275,            0.054263,            0.018685,                   0,             0.86554,             0.80616,             0.81961,             0.26674,            0.058454,            0.022587,                   0,           0.0069654,           0.0069654,            0.024265
                 276,            0.058314,            0.019186,                   0,             0.81388,             0.71377,             0.76705,              0.2539,            0.063881,            0.024718,                   0,           0.0069818,           0.0069818,            0.023982
                 277,            0.063208,            0.020403,                   0,              0.8102,             0.69022,             0.72511,             0.29461,             0.05877,            0.026065,                   0,            0.006998,            0.006998,            0.023698
                 278,            0.055759,            0.019572,                   0,             0.74991,             0.61413,             0.66151,             0.24718,             0.06118,            0.027444,                   0,           0.0070142,           0.0070142,            0.023414
                 279,            0.047866,            0.018986,                   0,             0.58623,             0.54167,             0.55034,             0.18444,            0.069873,            0.028378,                   0,           0.0070302,           0.0070302,             0.02313
                 280,            0.052914,            0.019834,                   0,             0.70502,             0.78801,             0.72952,             0.25186,            0.068256,            0.023246,                   0,           0.0070462,           0.0070462,            0.022846
                 281,            0.062834,            0.019381,                   0,             0.74364,             0.73732,             0.74228,             0.26464,            0.060511,            0.023211,                   0,           0.0070621,           0.0070621,            0.022562
                 282,            0.048161,            0.019977,                   0,             0.83283,             0.77717,             0.80334,             0.34076,            0.054864,             0.02317,                   0,           0.0070779,           0.0070779,            0.022278
                 283,            0.059644,             0.01891,                   0,             0.84725,             0.81703,             0.84715,             0.34316,            0.053699,            0.021929,                   0,           0.0070936,           0.0070936,            0.021994
                 284,            0.057353,            0.020019,                   0,             0.54448,             0.51993,             0.50856,             0.14834,            0.066456,            0.029708,                   0,           0.0071092,           0.0071092,            0.021709
                 285,            0.045233,             0.01976,                   0,             0.77271,             0.68978,              0.7048,             0.26647,            0.064559,             0.02579,                   0,           0.0071247,           0.0071247,            0.021425
                 286,            0.051212,            0.018961,                   0,             0.80189,             0.77899,             0.77054,             0.27954,            0.065992,            0.025938,                   0,           0.0071402,           0.0071402,             0.02114
                 287,            0.061406,             0.02006,                   0,             0.76726,             0.74054,             0.76656,             0.28213,            0.062774,            0.022493,                   0,           0.0071555,           0.0071555,            0.020856
                 288,            0.059117,            0.019148,                   0,             0.87621,             0.84783,             0.87421,              0.3615,            0.060143,            0.021335,                   0,           0.0071708,           0.0071708,            0.020571
                 289,            0.051011,            0.018957,                   0,             0.87077,             0.86775,             0.87536,             0.38366,            0.058233,            0.020896,                   0,            0.007186,            0.007186,            0.020286
                 290,            0.061847,            0.019647,                   0,             0.84407,             0.82428,             0.84598,             0.35041,            0.057849,            0.022322,                   0,            0.007201,            0.007201,            0.020001
                 291,            0.058503,             0.01999,                   0,             0.80271,             0.81159,             0.77929,             0.30562,            0.059724,            0.023413,                   0,            0.007216,            0.007216,            0.019716
                 292,            0.052359,            0.020015,                   0,             0.66477,             0.58514,             0.55302,             0.18311,            0.075993,            0.027108,                   0,           0.0072309,           0.0072309,            0.019431
                 293,             0.04883,            0.018814,                   0,             0.64848,              0.5648,             0.52126,             0.16984,            0.077729,            0.026691,                   0,           0.0072457,           0.0072457,            0.019146
                 294,            0.056887,             0.01915,                   0,             0.71551,             0.56498,             0.53997,             0.16477,            0.072689,            0.023564,                   0,           0.0072605,           0.0072605,             0.01886
                 295,            0.047544,            0.019341,                   0,             0.81214,             0.69746,             0.70546,             0.23631,            0.065575,            0.022289,                   0,           0.0072751,           0.0072751,            0.018575
                 296,            0.049764,            0.019445,                   0,             0.80296,             0.74819,             0.77543,             0.32019,            0.060925,            0.024472,                   0,           0.0072896,           0.0072896,             0.01829
                 297,             0.05213,             0.02015,                   0,             0.84328,             0.81159,             0.82456,             0.34841,             0.05746,            0.022331,                   0,            0.007304,            0.007304,            0.018004
                 298,            0.059436,             0.01819,                   0,             0.80952,             0.83148,             0.83843,             0.33731,            0.059108,            0.022982,                   0,           0.0073184,           0.0073184,            0.017718
                 299,             0.04965,            0.019734,                   0,             0.65682,             0.64493,             0.62605,             0.18881,            0.063107,            0.026688,                   0,           0.0073327,           0.0073327,            0.017433
                 300,            0.050213,            0.018264,                   0,             0.74788,             0.74275,             0.70622,             0.22736,            0.060682,            0.024792,                   0,           0.0073468,           0.0073468,            0.017147
                 301,            0.058415,            0.019696,                   0,              0.5109,             0.41123,             0.32084,            0.079882,            0.071666,            0.030702,                   0,           0.0073609,           0.0073609,            0.016861
                 302,            0.056904,            0.019679,                   0,             0.69429,             0.74056,             0.66209,             0.17968,            0.060322,            0.023715,                   0,           0.0073749,           0.0073749,            0.016575
                 303,            0.056202,            0.019017,                   0,             0.86248,             0.87488,             0.86479,              0.3439,            0.054858,            0.020983,                   0,           0.0073888,           0.0073888,            0.016289
                 304,            0.046281,            0.019599,                   0,             0.88489,              0.8587,             0.87598,             0.36155,            0.054048,            0.020907,                   0,           0.0074026,           0.0074026,            0.016003
                 305,            0.048791,            0.018494,                   0,             0.84972,             0.85145,             0.84525,             0.33734,            0.054302,            0.021215,                   0,           0.0074163,           0.0074163,            0.015716
                 306,             0.05742,            0.018608,                   0,             0.63487,             0.57971,             0.56671,             0.16981,            0.065727,            0.027813,                   0,           0.0074299,           0.0074299,             0.01543
                 307,            0.057867,             0.01992,                   0,             0.48796,             0.20833,             0.19174,            0.050818,            0.089665,            0.045614,                   0,           0.0074434,           0.0074434,            0.015143
